gene,pooled_effect,pooled_se,i_squared,p_value,n_studies,q_stat,fdr,tier
TCEAL2,-0.42313424234926195,0.1099599335557941,0.0,0.00011904885450725318,8,6.846874063587281,0.030381377844038594,core_reproducible
RPL36A,-0.41468076346407323,0.10977632418586544,0.0,0.00015840645717644187,8,5.11199472101837,0.03615987399727687,core_reproducible
STK10,0.4162013699700252,0.10993309878447953,0.0,0.00015312159731273312,8,6.918560828600436,0.03615987399727687,core_reproducible
CTTN,0.41119890710764634,0.10987013371056073,0.0,0.00018213298180746933,8,6.495742429914669,0.03811132644321296,core_reproducible
MYH9,0.4117305943309592,0.109793896880413,0.0,0.00017681221354912797,8,5.517837461087056,0.03811132644321296,core_reproducible
ITGB1,0.40668853357686247,0.10977217294929158,0.0,0.00021152271609002052,8,5.639727081130452,0.0408564261616955,core_reproducible
STRA6,0.4069948323766575,0.10975169285665044,0.0,0.00020863562810474973,8,5.304665018156257,0.0408564261616955,core_reproducible
ADAMTS2,0.40173927548165284,0.10981050961220813,0.0,0.0002537180390745984,8,6.43511217566175,0.04252369716317044,core_reproducible
AMD1,-0.39852015181704337,0.10967452603988759,0.0,0.00027942692281653216,8,4.932783637745254,0.04252369716317044,core_reproducible
AQP1,0.40001175206872996,0.10966265614185436,0.0,0.00026464263350225206,8,4.6921814408430444,0.04252369716317044,core_reproducible
CTNND1,0.4044895384267595,0.10984073598037511,0.0,0.00023094938504814632,8,6.587134828018396,0.04252369716317044,core_reproducible
EHD2,0.39989900227865544,0.10973581919504534,0.0,0.0002682273573816328,8,5.628833592939965,0.04252369716317044,core_reproducible
MMP11,0.3994228356969218,0.10978988430544395,0.0,0.00027469313311389714,8,6.292983684182941,0.04252369716317044,core_reproducible
NCDN,0.39969744660691725,0.10974236635211938,0.0,0.0002703772698971673,8,5.680146682626773,0.04252369716317044,core_reproducible
RPA1,0.39749286239432524,0.10980122049245884,0.0,0.00029447400477056337,8,6.554010269798038,0.042529137590457546,core_reproducible
TBC1D2,0.39722688186617294,0.10977890433170724,0.0,0.00029639980399562206,8,6.305106010578154,0.042529137590457546,core_reproducible
SMYD3,0.3961838199884961,0.10974611737614157,0.0,0.00030619338821877317,8,6.023092950141145,0.04271397765651886,core_reproducible
ADCY2,-0.39311605669696165,0.10966335562875604,0.0,0.0003373972015005584,8,5.138955007142281,0.04358709212664803,core_reproducible
ALDH3A1,-0.391552222059948,0.10965292347682576,0.0,0.00035584842238004167,8,5.113012868394723,0.04358709212664803,core_reproducible
PHTF1,0.39240650471552385,0.10980590883057142,0.0,0.0003520563446383622,8,6.974801891449895,0.04358709212664803,core_reproducible
TRIO,0.45847310344152103,0.12821857580441232,0.0701715292220013,0.00034927179914755104,8,7.528270234770307,0.04358709212664803,core_reproducible
HOMER3,0.47835662713782884,0.13323484738966554,0.09466845917928596,0.0003302637795580891,8,7.7319740717906065,0.04358709212664803,core_reproducible
MYO19,0.39114725439193126,0.10977211991780769,0.0,0.0003662693019071831,8,6.609999678817738,0.04379534367090175,core_reproducible
PSIP1,-0.3884190671845247,0.10978575724107123,0.0,0.00040321097680973426,8,6.967453347867144,0.04709129129159268,core_reproducible
ATP2B4,0.38689287589005916,0.10960587719451219,0.0,0.00041578715610949803,8,4.825557223501237,0.04745643404504316,core_reproducible
ATP6V1B2,0.37400090755874327,0.10961451221414198,0.0,0.0006449633254874288,8,5.775939767801727,0.051412790803140755,non_significant
CACNA1C,0.3766164260170965,0.10962917306547303,0.0,0.0005917521952466729,8,5.770450774793273,0.051412790803140755,non_significant
CEP170,0.37963821541735726,0.10956654239963082,0.0,0.0005304088262415409,8,4.848219537866567,0.051412790803140755,non_significant
CREG1,-0.375110383924309,0.10946876377106378,0.0,0.0006110916805643956,8,3.884491265598714,0.051412790803140755,non_significant
ENG,0.37934589188143564,0.10948212209024406,0.0,0.000530405489245859,8,3.799406403557416,0.051412790803140755,non_significant
FKBPL,-0.3811627393384876,0.10967222644621158,0.0,0.0005099554478581066,8,6.085696244102358,0.051412790803140755,non_significant
LZTS1,0.3776336766048889,0.10965492520430228,0.0,0.0005735215852569069,8,6.032397418626692,0.051412790803140755,non_significant
MAD2L1BP,-0.3822956962348339,0.10956315418364285,0.0,0.00048433721077906406,8,4.623792059492397,0.051412790803140755,non_significant
MAT2A,-0.37457222822072933,0.10954487475919451,0.0,0.0006277101272948271,8,4.888263756240416,0.051412790803140755,non_significant
NUAK1,0.37787619187892696,0.10959121810385164,0.0,0.0005646458312749687,8,5.269733979952308,0.051412790803140755,non_significant
REM1,0.37855734717834144,0.10951384260596175,0.0,0.0005468175527215715,8,4.226475978070166,0.051412790803140755,non_significant
RGS5,0.37450256739640514,0.10958609484156003,0.0,0.0006321585818800302,8,5.380695440150138,0.051412790803140755,non_significant
TBC1D1,0.38168531622922175,0.10966073198368675,0.0,0.0005002890899320698,8,5.888211026437087,0.051412790803140755,non_significant
TBC1D9,0.377476384793688,0.10967394023734266,0.0,0.0005778452953380769,8,6.265853653385865,0.051412790803140755,non_significant
ZNF362,0.3980243411587019,0.11491896434755351,0.01775371802744607,0.0005331533414173649,8,7.1265222668418255,0.051412790803140755,non_significant
PPP2R5B,0.42058336779497907,0.12251928459426133,0.047538159843450924,0.0005973975526071525,8,7.349375801606353,0.051412790803140755,non_significant
RNASEH2A,-0.45827832420712494,0.13178234093183336,0.08517030802880098,0.0005060380798924513,8,7.651697426782226,0.051412790803140755,non_significant
RPS27L,0.46666771388861933,0.1366758397906675,0.11011467835407095,0.0006391968996662927,8,7.866182113278172,0.051412790803140755,non_significant
TEX2,0.477731512973119,0.139130615360679,0.12250133510798641,0.000595422997127909,8,7.977220114473258,0.051412790803140755,non_significant
BTBD3,0.37321975490497133,0.10966252553257828,0.0,0.0006656539914346779,8,6.398789090123572,0.05142945146130696,non_significant
CHPF,0.37283923899119925,0.10942692114878108,0.0,0.0006563338148838086,8,3.5113047146687304,0.05142945146130696,non_significant
BNC2,0.3708291178931068,0.10944936079192863,0.0,0.0007036983532303699,8,3.921420337481147,0.05274586761078981,non_significant
LPP,0.4127957309171113,0.12174389332795425,0.04276500414786093,0.0006971705865471549,8,7.312728880924937,0.05274586761078981,non_significant
RIN2,0.37030697857449524,0.10959682851816385,0.0,0.0007280001695245876,8,5.77704682286163,0.05376495369635999,non_significant
ZFHX3,0.36876147447542457,0.10967876422626872,0.0,0.000773252877478695,8,6.939342763074673,0.056279361604318935,non_significant
ENPEP,0.36701617060141706,0.10949207906642743,0.0,0.0008023340251920173,8,4.714800663710149,0.05675100668330015,non_significant
RPS27A,-0.3676355440923213,0.10959627072332907,0.0,0.0007952204794540126,8,5.935205514994076,0.05675100668330015,non_significant
IPP,0.3660551315385229,0.10954381561748412,0.0,0.000832873713282167,8,5.393454229140014,0.05729714778223346,non_significant
RALB,0.36663555131357145,0.10964085913566703,0.0,0.0008258919023662381,8,6.614561099067737,0.05729714778223346,non_significant
ADAMTS12,0.3655571560937762,0.10962885749579793,0.0,0.0008545365501968732,8,6.504156074185152,0.0578806832833021,non_significant
KLHL2,0.36185758975194,0.10944209540905148,0.0,0.0009450848325827902,8,4.369758888438544,0.0578806832833021,non_significant
LHFPL2,0.3625379640751854,0.10960310173780682,0.0,0.0009405392147295781,8,6.356851127636849,0.0578806832833021,non_significant
PAQR3,0.36278079418873477,0.10957980290975212,0.0,0.0009307827640088388,8,6.007507669388989,0.0578806832833021,non_significant
TM7SF3,-0.36462787251599793,0.10965815282282555,0.0,0.0008837656844910336,8,6.876339275412702,0.0578806832833021,non_significant
PNPLA6,0.3694489497805338,0.11159245197603715,0.006616861416284806,0.0009306346104330502,8,7.046626551342547,0.0578806832833021,non_significant
SLC25A14,0.4125055549404883,0.12427722446845883,0.05526215748165395,0.0009026380349784885,8,7.4094629059638475,0.0578806832833021,non_significant
PIR,-0.418763487929525,0.12639904172036873,0.06301985561175853,0.0009229193942569183,8,7.47080932496209,0.0578806832833021,non_significant
RAB13,0.45660949208160073,0.13771962686129888,0.11277615478829157,0.0009147917656588342,8,7.889778929836661,0.0578806832833021,non_significant
CD40,-0.3596364621624215,0.1094898430740619,0.0,0.0010210698067889788,8,5.096935286880387,0.05812275234180671,non_significant
HLA-C,-0.359038086431173,0.10938989402804151,0.0,0.0010300527595421738,8,3.9118295191475694,0.05812275234180671,non_significant
PLVAP,0.36098376768287055,0.10943744621809395,0.0,0.0009718911484662298,8,4.386638419171914,0.05812275234180671,non_significant
RPS24,-0.3594644698862795,0.10940530897531371,0.0,0.0010175753181622502,8,4.05460023576397,0.05812275234180671,non_significant
SATB1,0.3599272344406035,0.10961736687383529,0.0,0.001025312562366385,8,6.643235106669888,0.05812275234180671,non_significant
TMEM106B,0.35960406200798467,0.10955168199335795,0.0,0.0010288876754345026,8,5.880623915591601,0.05812275234180671,non_significant
SCT,0.4201465607141743,0.12774969478741485,0.0714742308764087,0.001006060787559622,8,7.538832235757009,0.05812275234180671,non_significant
PRIM1,-0.35866381778289247,0.10943037850821524,0.0,0.0010471123193814573,8,4.415484643546719,0.058428867421485314,non_significant
MMP25,-0.3577111168406861,0.10953385905866225,0.0,0.0010917136205055983,8,5.772735943090094,0.0595933239367295,non_significant
RAB11FIP5,0.35799169750862914,0.10961329480459242,0.0,0.0010909695785831415,8,6.757471745574796,0.0595933239367295,non_significant
ACO1,0.3566460408702292,0.10961397042792452,0.0,0.00113930559945031,8,6.810952007109411,0.05959992417124435,non_significant
PTP4A1,0.35644501405590373,0.1093942316241637,0.0,0.001120609483144797,8,4.117592552990894,0.05959992417124435,non_significant
SOX15,-0.357372656279196,0.10955314635131647,0.0,0.0011059248300158808,8,6.006105483570867,0.05959992417124435,non_significant
GNA12,0.4460742943982847,0.13705027435116562,0.11107145280859652,0.001134633202849199,8,7.874648667901049,0.05959992417124435,non_significant
HMOX1,-0.3550910995265387,0.1094393055868638,0.0,0.0011759937810763726,8,4.729176990271585,0.06088495637696436,non_significant
CEP135,0.3541811706351063,0.10960113606674612,0.0,0.0012312227762792081,8,6.867102961724957,0.061014450484420946,non_significant
FOS,-0.3537934873135117,0.10936003344396629,0.0,0.0012158906223720014,8,3.845036936898175,0.061014450484420946,non_significant
VSNL1,0.3535205994786006,0.10943900936213284,0.0,0.0012366130677278838,8,4.840505000216588,0.061014450484420946,non_significant
ZYX,0.3538820690341665,0.10957150509525179,0.0,0.0012392421245342366,8,6.435438070199482,0.061014450484420946,non_significant
PLOD1,0.35909739201629365,0.11085333445791545,0.004147796311362156,0.0011978486929829504,8,7.029155505276778,0.061014450484420946,non_significant
ACACA,0.35152731279320915,0.1094091472829099,0.0,0.0013137417112334283,8,4.572808859428341,0.06262126512657719,non_significant
PBLD,0.3515951287792569,0.10933967719962348,0.0,0.0013016191783027996,8,3.7073257694048483,0.06262126512657719,non_significant
NLK,0.3729425310447368,0.11605415665861751,0.022065390007299557,0.0013111796750667284,8,7.157942799521381,0.06262126512657719,non_significant
GMPPA,0.3936147202421943,0.12257505485846404,0.04865686080482025,0.0013217550982511314,8,7.358018060572636,0.06262126512657719,non_significant
ICMT,0.351142055537509,0.10955852881018413,0.0,0.0013503262785047362,8,6.463956936081041,0.06291891546701439,non_significant
PPIC,0.3506014547885647,0.10940998468504354,0.0,0.0013530949562798793,8,4.668087027191312,0.06291891546701439,non_significant
PALLD,0.34992314226497684,0.10948821775792433,0.0,0.0013935241257486154,8,5.707383748457892,0.06420438678449125,non_significant
COL4A2,0.3494667328575775,0.10944247253296463,0.0,0.0014072758889014164,8,5.129276276110115,0.06424854103693557,non_significant
BLMH,0.3469405259842055,0.10930101730631643,0.0,0.0015026320911248026,8,3.491943063404054,0.06798394920386269,non_significant
COL7A1,0.3473347110874507,0.10952529941386521,0.0,0.0015177202419538872,8,6.273148148062088,0.06804892512874357,non_significant
G0S2,-0.3462780918262297,0.10951421073986906,0.0,0.0015671827322596844,8,6.238934989895602,0.06804892512874357,non_significant
HPS5,-0.34682659877335925,0.10956222449492667,0.0,0.0015478083400349938,8,6.7682335426113625,0.06804892512874357,non_significant
LAMA1,0.34633202918407247,0.10956107907228714,0.0,0.0015718190591266932,8,6.755381258813944,0.06804892512874357,non_significant
ENC1,0.40605207378958363,0.1284028961998317,0.07265698715503743,0.001565131653416219,8,7.5484474493693,0.06804892512874357,non_significant
ADAMTS6,0.3451296955350119,0.10950788045202556,0.0,0.0016235489207907055,8,6.188084927421928,0.06816226889351842,non_significant
BICD1,0.34480352845647066,0.1095279909339923,0.0,0.0016434336791936927,8,6.523916623578839,0.06816226889351842,non_significant
FRS3,-0.3440696600408804,0.10937147896217513,0.0,0.0016558735175247405,8,4.550969754160431,0.06816226889351842,non_significant
IL27RA,-0.3441494716352666,0.10939171277642759,0.0,0.0016550374499524165,8,4.804005166427754,0.06816226889351842,non_significant
PXN,0.3451217651148301,0.10953837186457283,0.0,0.0016288368401923942,8,6.561896517221404,0.06816226889351842,non_significant
GALNT10,0.47232966417085304,0.14969857511432857,0.1760613764075985,0.0016038547365182301,8,8.495778447039845,0.06816226889351842,non_significant
HRH1,0.34208206386250156,0.10942626366345948,0.0,0.0017711586822716004,8,5.360274754831909,0.07173192663199982,non_significant
PSMC3IP,-0.34179907469116366,0.10926438985253878,0.0,0.001758902590508626,8,3.345439606901195,0.07173192663199982,non_significant
CA8,-0.3412649545611093,0.10950736882122085,0.0,0.0018309536151399858,8,6.380043321334605,0.07356039244186406,non_significant
DPAGT1,0.3404477023132783,0.10948049406682307,0.0,0.0018729939796389907,8,6.095704176652905,0.07438957224906376,non_significant
ST3GAL2,0.3401668142813157,0.10943572012000703,0.0,0.0018812177769078249,8,5.586386618525083,0.07438957224906376,non_significant
HERC5,-0.33939140076938934,0.109394845147107,0.0,0.0019192973946655183,8,5.0883408430533175,0.07471869392255995,non_significant
ZFP36L2,-0.42685232183570565,0.13754276420569056,0.11380471125065171,0.0019130097043794662,8,7.8989361474476105,0.07471869392255995,non_significant
ITGB3,0.3387313848985901,0.10939053087989786,0.0,0.0019579809033649083,8,5.1174552251459735,0.07563830843614285,non_significant
CHD7,0.3366030676320631,0.10931755792665976,0.0,0.0020760546044772464,8,4.288511083186263,0.07722923128655357,non_significant
DBN1,0.33669863428097135,0.10923240564668003,0.0,0.0020533449595530385,8,3.24723150583766,0.07722923128655357,non_significant
HLA-E,-0.33683382379326393,0.10927056354295182,0.0,0.002052235861876258,8,3.701670225143601,0.07722923128655357,non_significant
KIF1C,0.33729834594893604,0.10924745174327008,0.0,0.0020186742454525574,8,3.3864528913414618,0.07722923128655357,non_significant
TP53I3,0.33665998743770015,0.10925833501439428,0.0,0.0020608443793418744,8,3.566604161082541,0.07722923128655357,non_significant
PDLIM3,0.336814527235493,0.1094716184976009,0.0,0.002092853234727187,8,6.258162701175248,0.07728168341764656,non_significant
NGFR,0.3356572201133333,0.10936408684879888,0.0,0.0021465279217198585,8,4.918279278569048,0.07868513301370167,non_significant
FBXO2,-0.3338273349669627,0.1093178897919553,0.0,0.002260152896224893,8,4.492962422549514,0.08224991191914066,non_significant
KCTD7,0.33286495342693717,0.10923596135280843,0.0,0.0023097600252575943,8,3.483851542708487,0.08226677196343006,non_significant
TRAK2,0.3330909574158487,0.10925742334181927,0.0,0.0022984891822642067,8,3.7829150631692405,0.08226677196343006,non_significant
LAMC1,0.3436693240664883,0.11268762660671605,0.010455737588371924,0.0022903033795875476,8,7.073963506129813,0.08226677196343006,non_significant
CAMSAP1,0.3326872832431372,0.10944163253737131,0.0,0.002366878408116531,8,6.054202850952406,0.08370748848986773,non_significant
SOX12,0.331419074180753,0.10925976383948785,0.0,0.0024188448338811758,8,3.8695738379437694,0.08494712416609276,non_significant
CRTC1,0.33927391002640245,0.11217516262977537,0.009088209913263819,0.002490435127689276,8,7.064200941021479,0.08648331172965648,non_significant
WDR41,0.3833195198410157,0.12677162589201024,0.06678064693257885,0.0024970291120669434,8,7.500916024717588,0.08648331172965648,non_significant
BMPR2,0.32893943021606115,0.10932272111627588,0.0,0.0026220886335742116,8,4.823022060242707,0.08681210641048241,non_significant
IL1RAP,0.3287278953089921,0.10927528127305555,0.0,0.0026275269164463015,8,4.209122918119805,0.08681210641048241,non_significant
MEST,0.32975868920981344,0.10938748846375895,0.0,0.002573248327842121,8,5.573639673181744,0.08681210641048241,non_significant
NTNG1,-0.3297473195317426,0.10927882034863405,0.0,0.0025488074452440653,8,4.2028132814171055,0.08681210641048241,non_significant
SHMT1,-0.3290111174595931,0.10932372992098573,0.0,0.0026166742369736424,8,4.814611125793842,0.08681210641048241,non_significant
YKT6,0.3296553133594483,0.10949033657640787,0.0,0.002605462445760548,8,6.822073053019819,0.08681210641048241,non_significant
MAST2,0.3706721215493985,0.12281898990004514,0.049902131937918204,0.0025441875758729793,8,7.367662043361834,0.08681210641048241,non_significant
STARD13,0.32839651727397895,0.1092668727994903,0.0,0.0026518504436040344,8,4.141210054211121,0.0870430910312383,non_significant
PIP4K2C,0.327998262404278,0.10944519095010674,0.0,0.0027272406442088687,8,6.353269124603425,0.08828246265334795,non_significant
PMS2,0.32768350491804454,0.1094016490005625,0.0,0.0027423465101398406,8,5.841394903064639,0.08828246265334795,non_significant
PON3,-0.3273695952137391,0.10926487826429654,0.0,0.0027344776651815213,8,4.15273504750906,0.08828246265334795,non_significant
SPECC1L,0.3270463248507897,0.10944892375558622,0.0,0.0028070094016673834,8,6.464242305255515,0.0892202608555291,non_significant
TRAF5,0.3271479661867208,0.10944084618552621,0.0,0.002796471729771758,8,6.3566935785112975,0.0892202608555291,non_significant
PGAP1,0.32642710998585783,0.10936226979442451,0.0,0.0028374167898206192,8,5.428218081069117,0.08961954162565502,non_significant
CERK,0.32532322350621595,0.10937684064073878,0.0,0.0029362556222070047,8,5.663570297137527,0.09046549530505263,non_significant
NUDT18,0.3250450129660717,0.10924528448812104,0.0,0.0029263648112398963,8,4.040118968443847,0.09046549530505263,non_significant
TASP1,0.32486840497825104,0.10915434584740806,0.0,0.0029181620974017123,8,2.928873306388274,0.09046549530505263,non_significant
UBE2S,-0.48641833761169967,0.16330258921567314,0.2496948874280771,0.002895381729667897,8,9.329537920920128,0.09046549530505263,non_significant
LAG3,-0.32519087817297043,0.10945272829773312,0.0,0.0029677154058782534,8,6.651088768419266,0.0908772363921987,non_significant
CHRNE,0.4382040196415168,0.14780499536892092,0.17216887380832385,0.003029345934568786,8,8.45583087966569,0.09220227444487542,non_significant
CCDC121,-0.3238917755001389,0.10947342550208755,0.0,0.0030900607667565245,8,6.923202092589667,0.0923707450634004,non_significant
GOLGA8A,0.32353749492109374,0.10933069240890743,0.0,0.0030838291945246925,8,5.197452169450361,0.0923707450634004,non_significant
PTPN1,0.32325960847987245,0.1091727698217046,0.0,0.0030665072119720423,8,3.2489284859120016,0.0923707450634004,non_significant
FN1,0.5235315421703357,0.1772759778949606,0.3218554001700604,0.003144974168739929,8,10.322282300493747,0.0934559779610173,non_significant
ERAP1,-0.3561931143648089,0.1206982620514994,0.039575995986481954,0.0031664036289378544,8,7.28844757185127,0.09353928837956414,non_significant
LTBP4,-0.3216998287167165,0.10920924608405015,0.0,0.003222042262668912,8,3.805569952393486,0.09405672607231344,non_significant
SMAD9,0.3218690480142898,0.10933089596354217,0.0,0.0032401062545818846,8,5.323703687045138,0.09405672607231344,non_significant
TSPAN5,0.43431273762115863,0.1474071455945126,0.162589495006203,0.0032155048977532924,8,8.35910220645232,0.09405672607231344,non_significant
CSK,0.32130583761375064,0.10940435130342195,0.0,0.00331548131888916,8,6.213752559043221,0.09406975809865177,non_significant
JARID2,0.32091542293070935,0.10925658065837948,0.0,0.0033112207244841226,8,4.4094699907124415,0.09406975809865177,non_significant
TLE4,0.3214137511142154,0.10938741716618905,0.0,0.0033001066635671757,8,6.000004729864737,0.09406975809865177,non_significant
ZNF8,0.32127586503488825,0.10924793738843926,0.0,0.0032737036674683052,8,4.269054654421602,0.09406975809865177,non_significant
CD83,-0.3201937458957138,0.10937237032543129,0.0,0.003416374616682871,8,5.8995892333566555,0.0963878276684347,non_significant
SCD5,0.3799291581469359,0.13000485475660453,0.07812694841649832,0.0034731965494359317,8,7.593236387565617,0.09744353671099021,non_significant
AHCYL2,-0.3190975453203108,0.10937499083029394,0.0,0.0035289092965922458,8,5.966353999086175,0.09750314088016684,non_significant
AK5,0.31917690545211014,0.10941761981673533,0.0,0.0035335666348447563,8,6.537930595958323,0.09750314088016684,non_significant
DLG5,0.3191514222201642,0.1094058256619916,0.0,0.0035326429786077594,8,6.366979883678905,0.09750314088016684,non_significant
GALR1,0.3182575685940247,0.10927605319814673,0.0,0.003586420952059199,8,4.778828845036807,0.09788590228935487,non_significant
NRXN2,0.31801500059122223,0.10913858346901711,0.0,0.003569852717389397,8,3.1109962223294163,0.09788590228935487,non_significant
ABCA8,-0.31736651415490746,0.10927145465630023,0.0,0.0036797384841243887,8,4.833701912620765,0.0982959929110249,non_significant
RAB40C,0.3178149517265698,0.10933120044440628,0.0,0.003650289612625497,8,5.509227734684146,0.0982959929110249,non_significant
VASP,0.3171178516129742,0.10917851758548905,0.0,0.0036774499370019267,8,3.6307778328015754,0.0982959929110249,non_significant
JAG1,0.37448218408093115,0.12872969307677032,0.0733181454704264,0.0036251923215640325,8,7.553833028870002,0.0982959929110249,non_significant
NR1D1,-0.31618322599129106,0.10920718333519426,0.0,0.0037884420018145936,8,4.029432639884323,0.10066431604821634,non_significant
SV2B,-0.3152104986047797,0.1091374190355807,0.0,0.003874556299494527,8,3.249814637187224,0.10241064071611324,non_significant
GRIN2D,0.4634699649880092,0.16067346034200994,0.23801464527655808,0.003919786614046521,8,9.186528266728445,0.10306370877351638,non_significant
FMO1,0.31393626538560093,0.10912021926368219,0.0,0.004015059743870139,8,3.0961436242282936,0.10501890642560331,non_significant
ZNF141,-0.3128984734339288,0.1091033511291047,0.0,0.004131944690904315,8,2.9272240303957133,0.10751619812290916,non_significant
SNX10,0.3124955324191268,0.1091715037206226,0.0,0.004204092122638132,8,3.781996444548924,0.10882964247365308,non_significant
PPP1R12B,0.3128859869294387,0.10938093405037409,0.0,0.004229512958591292,8,6.3722752884126725,0.1089262260412588,non_significant
DOCK5,0.3121545195005596,0.10929626444399278,0.0,0.0042896088559709845,8,5.374050102379954,0.10977090793312051,non_significant
EGLN3,-0.31230172330912054,0.10939427121168895,0.0,0.004306027252653274,8,6.593377109073391,0.10977090793312051,non_significant
NR3C2,-0.32255797534767,0.11313753213045406,0.012674375314109837,0.004357849114115112,8,7.089859540743708,0.11053090025801056,non_significant
CISD1,0.310199849648948,0.10916634774763047,0.0,0.00448971147653348,8,3.8489625533846534,0.11223809829956695,non_significant
CREB5,0.31017490671129505,0.10934630224852097,0.0,0.004559253694367116,8,6.102807047078315,0.11223809829956695,non_significant
GPX7,0.3103307029051176,0.10933232686294805,0.0,0.004533795088815053,8,5.924424536067946,0.11223809829956695,non_significant
P2RX7,-0.3104865758153761,0.10938532994156468,0.0,0.004533090190201064,8,6.58296465870966,0.11223809829956695,non_significant
TRIM21,-0.3105228210460847,0.10921244323169628,0.0,0.004465020053734048,8,4.422248600483085,0.11223809829956695,non_significant
KHDRBS3,0.3937231167850307,0.13878041925135434,0.12551968084667464,0.004553645961348324,8,8.004754191354955,0.11223809829956695,non_significant
MAPKBP1,0.3775232227523099,0.1331741752740659,0.09481055026116333,0.00458532284902019,8,7.733187789605397,0.11232922608672877,non_significant
ANKRD6,0.30850841929678063,0.109162327199041,0.0,0.004711212914441726,8,3.88681341687456,0.11401881136978011,non_significant
FRY,0.3085040883932529,0.10920773309882366,0.0,0.004729109908122934,8,4.461061124293433,0.11401881136978011,non_significant
PACSIN2,0.3092759536874908,0.10935406653030451,0.0,0.004680950527654545,8,6.2387848244962205,0.11401881136978011,non_significant
TRPM1,-0.3082886217013517,0.10917328635203027,0.0,0.004745107840757476,8,4.024936819557598,0.11401881136978011,non_significant
IL15RA,-0.3631298607560597,0.12867933409865143,0.07246020385132973,0.004772890135291309,8,7.546845999562922,0.11414025837825215,non_significant
EDA,-0.30800626606905807,0.10931678503163474,0.0,0.004839053396240752,8,5.910881436998131,0.11517405761100029,non_significant
BAMBI,-0.3072190285904377,0.10929512835779849,0.0,0.004940123817272237,8,5.670521692048981,0.11539210144344733,non_significant
STK39,0.30708050090482153,0.10921441288929502,0.0,0.004927716595924162,8,4.6046584084327495,0.11539210144344733,non_significant
CALB2,0.3674080207383102,0.13059439496317476,0.08303874165610925,0.004902792784608558,8,7.633910305701017,0.11539210144344733,non_significant
FOXL1,0.3964669612396603,0.1409468902210758,0.1298476110968407,0.004909967533893345,8,8.04456792772081,0.11539210144344733,non_significant
MICALL1,0.3067772726182938,0.10926919254461247,0.0,0.004992198490235852,8,5.292129393585074,0.11605416852770974,non_significant
SCARA3,0.30646618399102854,0.10921471144448434,0.0,0.005014686294407211,8,4.6531734275946555,0.11605416852770974,non_significant
CTSB,0.3064833101787218,0.10932247313587684,0.0,0.005055444911106481,8,6.000594013289426,0.1164607538696181,non_significant
ZNF329,0.30627656876403436,0.10939501415436949,0.0,0.005114527093528244,8,6.881531358598416,0.11728381307625041,non_significant
ALPK3,0.30520639926998117,0.10921635247690628,0.0,0.005197812390013811,8,4.729843996789052,0.11802054796912974,non_significant
