task,feature_set,model,split_family,metric,point_estimate,ci_low,ci_high,n
keloid_binary,shared_genes,stratified_random,grouped,weighted_f1,0.49261361282666677,0.4423974929665,0.5422600626536668,15
keloid_binary,shared_genes,stratified_random,leave_accession_out,weighted_f1,0.51846248652,0.4440188036927501,0.598682868182,10
keloid_binary,shared_genes_plus_modules,elastic_net_logreg,grouped,weighted_f1,0.7405813894066667,0.6732586810130001,0.801034551785,15
keloid_binary,shared_genes_plus_modules,elastic_net_logreg,leave_accession_out,weighted_f1,0.5649178263600001,0.4780256616257501,0.6710509508077499,10
keloid_binary,shared_genes_plus_modules,hist_gradient_boosting,grouped,weighted_f1,0.57563978572,0.4937391526288333,0.6527377143900001,15
keloid_binary,shared_genes_plus_modules,hist_gradient_boosting,leave_accession_out,weighted_f1,0.52329988756,0.40172372492725006,0.642628207798,10
keloid_binary,shared_genes_plus_modules,knn,grouped,weighted_f1,0.5743866895733334,0.47707507774883334,0.6549332804835001,15
keloid_binary,shared_genes_plus_modules,knn,leave_accession_out,weighted_f1,0.41892012374,0.3025286388115,0.545633914593,10
keloid_binary,shared_genes_plus_modules,linear_svm,grouped,weighted_f1,0.6716982496399999,0.5896785164198333,0.7409677337101667,15
keloid_binary,shared_genes_plus_modules,linear_svm,leave_accession_out,weighted_f1,0.5002905443300001,0.37124424651875004,0.63351551691325,10
keloid_binary,shared_genes_plus_modules,majority,grouped,weighted_f1,0.27121458551333333,0.1404802001,0.4143335934569999,15
keloid_binary,shared_genes_plus_modules,majority,leave_accession_out,weighted_f1,0.31970183427000004,0.2465229043825,0.40592249348424997,10
keloid_binary,shared_genes_plus_modules,random_forest,grouped,weighted_f1,0.5483835552866666,0.4705755746836667,0.6264083708841666,15
keloid_binary,shared_genes_plus_modules,random_forest,leave_accession_out,weighted_f1,0.43124330758000007,0.29990209472225005,0.5847388928039999,10
keloid_binary,shared_genes_plus_modules,small_mlp,grouped,weighted_f1,0.6598603180466666,0.5763035395795,0.7352667987851667,15
keloid_binary,shared_genes_plus_modules,small_mlp,leave_accession_out,weighted_f1,0.47555994435000004,0.36136718851000005,0.5855315842975,10
keloid_binary,shared_genes_plus_modules,stratified_random,grouped,weighted_f1,0.49261361282666677,0.4423974929665,0.5422600626536668,15
keloid_binary,shared_genes_plus_modules,stratified_random,leave_accession_out,weighted_f1,0.51846248652,0.4440188036927501,0.598682868182,10
