task,split_name,feature_set,model,n_train,n_test,train_label_counts,test_label_counts,accuracy,weighted_f1,balanced_accuracy,macro_f1,auroc,confusion_matrix,labels
keloid_binary,grouped_seed0_fold0,shared_genes,stratified_random,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.4573643410852713,0.4520559487698011,0.4644927536231884,0.45471014492753625,0.4644927536231884,"[[25, 44], [26, 34]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,shared_genes,elastic_net_logreg,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.7054263565891473,0.7055679785330948,0.7083333333333333,0.7054086538461539,0.8101449275362318,"[[46, 23], [15, 45]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,shared_genes,linear_svm,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.7906976744186046,0.7892669841247311,0.7858695652173913,0.7874275251754653,0.826328502415459,"[[59, 10], [17, 43]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,shared_genes,random_forest,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6124031007751938,0.6097867282635508,0.6192028985507246,0.61125843780135,0.7531400966183575,"[[36, 33], [17, 43]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,shared_genes,hist_gradient_boosting,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.5736434108527132,0.5609444280540626,0.586231884057971,0.5651774223202795,0.6983091787439613,"[[28, 41], [14, 46]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,shared_genes,knn,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.7364341085271318,0.7360831127878822,0.7340579710144928,0.734503631961259,0.7332125603864734,"[[53, 16], [18, 42]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,majority,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.46511627906976744,0.2953119232189,0.5,0.31746031746031744,0.5,"[[0, 69], [0, 60]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,stratified_random,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.4573643410852713,0.4520559487698011,0.4644927536231884,0.45471014492753625,0.4644927536231884,"[[25, 44], [26, 34]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,elastic_net_logreg,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.627906976744186,0.6214464009397201,0.6380434782608696,0.6240893637688198,0.6983091787439614,"[[34, 35], [13, 47]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,linear_svm,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.627906976744186,0.6214464009397201,0.6380434782608696,0.6240893637688198,0.6985507246376812,"[[34, 35], [13, 47]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,random_forest,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6434108527131783,0.6372194675672318,0.6536231884057971,0.639752306945119,0.7403381642512077,"[[35, 34], [12, 48]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,hist_gradient_boosting,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6201550387596899,0.619652749335678,0.6242753623188406,0.6200637134098697,0.686111111111111,"[[39, 30], [19, 41]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,knn,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6976744186046512,0.6979288249362935,0.7,0.6976017310813247,0.7141304347826087,"[[46, 23], [16, 44]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,modules_only,small_mlp,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.5658914728682171,0.535613776861937,0.5844202898550724,0.5427848101265823,0.7009661835748792,"[[22, 47], [9, 51]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,majority,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.46511627906976744,0.2953119232189,0.5,0.31746031746031744,0.5,"[[0, 69], [0, 60]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,stratified_random,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.4573643410852713,0.4520559487698011,0.4644927536231884,0.45471014492753625,0.4644927536231884,"[[25, 44], [26, 34]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,elastic_net_logreg,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6821705426356589,0.6790150378190245,0.6757246376811594,0.6758595330023902,0.7536231884057971,"[[53, 16], [25, 35]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,linear_svm,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6976744186046512,0.693579127187437,0.6902173913043479,0.6902284342097162,0.7632850241545893,"[[55, 14], [25, 35]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,random_forest,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6821705426356589,0.6825150732127477,0.6822463768115943,0.6814814814814815,0.7485507246376811,"[[47, 22], [19, 41]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,hist_gradient_boosting,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6666666666666666,0.6668275321228208,0.6655797101449276,0.6653797430174337,0.7630434782608695,"[[47, 22], [21, 39]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,knn,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.7286821705426356,0.7275272755555869,0.7246376811594203,0.7254484645788993,0.740096618357488,"[[54, 15], [20, 40]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold0,low_i2_core_only,small_mlp,272,129,"{'non_keloid': 155, 'keloid': 117}","{'keloid': 69, 'non_keloid': 60}",0.6124031007751938,0.581751305173232,0.6322463768115942,0.5886479591836735,0.743719806763285,"[[24, 45], [5, 55]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7551020408163265,0.7988338192419824,0.525,0.5,0.6888888888888888,"[[36, 9], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,linear_svm,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7551020408163265,0.7988338192419824,0.525,0.5,0.6888888888888888,"[[36, 9], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,random_forest,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.6326530612244898,0.7138932496075354,0.8,0.5288461538461539,0.8111111111111111,"[[27, 18], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,hist_gradient_boosting,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.5102040816326531,0.6048237476808905,0.7333333333333334,0.4431818181818182,0.8694444444444445,"[[21, 24], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,knn,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.5918367346938775,0.6793002915451897,0.7777777777777778,0.5,0.8,"[[25, 20], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,profibrotic_module_only,small_mlp,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7551020408163265,0.7988338192419824,0.525,0.5,0.6888888888888888,"[[36, 9], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.9387755102040817,0.9460687096155076,0.9666666666666667,0.8463949843260188,0.9888888888888889,"[[42, 3], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,linear_svm,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.9591836734693877,0.9628014842300557,0.9777777777777779,0.8886363636363637,0.9888888888888888,"[[43, 2], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,random_forest,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.5510204081632653,0.6430172068827531,0.7555555555555555,0.4715686274509804,0.95,"[[23, 22], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,hist_gradient_boosting,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.32653061224489793,0.4172631242849161,0.5194444444444444,0.2972620599739244,0.65,"[[13, 32], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,knn,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7959183673469388,0.8140074211502782,0.43333333333333335,0.4431818181818182,0.28888888888888886,"[[39, 6], [4, 0]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes_plus_modules,small_mlp,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.8571428571428571,0.8844520940906483,0.9222222222222223,0.7244979919678715,0.9444444444444444,"[[38, 7], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7755102040816326,0.8120786776248962,0.5361111111111111,0.5122171945701357,0.7666666666666666,"[[37, 8], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,linear_svm,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7959183673469388,0.8251858883088119,0.5472222222222223,0.5251937984496124,0.7555555555555555,"[[38, 7], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,random_forest,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.6122448979591837,0.6967945237562944,0.7888888888888889,0.5143453312467396,0.7888888888888889,"[[26, 19], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,hist_gradient_boosting,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.6530612244897959,0.7314995563442768,0.6972222222222222,0.5171014492753623,0.7111111111111111,"[[29, 16], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,knn,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.8367346938775511,0.8658892128279884,0.7972222222222223,0.6666666666666666,0.8861111111111111,"[[38, 7], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,published_markers_only,small_mlp,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.4489795918367347,0.5517339803054089,0.5861111111111111,0.3832167832167832,0.7333333333333334,"[[19, 26], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.9387755102040817,0.9460687096155076,0.9666666666666667,0.8463949843260188,0.9888888888888889,"[[42, 3], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,linear_svm,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.9591836734693877,0.9628014842300557,0.9777777777777779,0.8886363636363637,0.9888888888888888,"[[43, 2], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,random_forest,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.40816326530612246,0.4994167804472255,0.6777777777777778,0.37040319007532124,0.9333333333333333,"[[16, 29], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,hist_gradient_boosting,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.2653061224489796,0.33965014577259484,0.4861111111111111,0.25,0.6333333333333333,"[[10, 35], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,shared_genes,knn,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7959183673469388,0.8140074211502782,0.43333333333333335,0.4431818181818182,0.2777777777777778,"[[39, 6], [4, 0]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7755102040816326,0.8120786776248962,0.5361111111111111,0.5122171945701357,0.7888888888888889,"[[37, 8], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,linear_svm,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7755102040816326,0.8120786776248962,0.5361111111111111,0.5122171945701357,0.7777777777777778,"[[37, 8], [3, 1]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,random_forest,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7346938775510204,0.7944164678858557,0.8555555555555556,0.6060606060606061,0.7944444444444444,"[[32, 13], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,hist_gradient_boosting,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7142857142857143,0.778879015721121,0.8444444444444444,0.5897129186602871,0.8333333333333333,"[[31, 14], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,knn,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.7346938775510204,0.7901827397625717,0.6277777777777778,0.5374001452432825,0.7055555555555555,"[[34, 11], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,modules_only,small_mlp,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.6122448979591837,0.6989320659770758,0.675,0.4898630136986301,0.8222222222222222,"[[27, 18], [1, 3]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,low_i2_core_only,majority,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.08163265306122448,0.012321909896033885,0.5,0.07547169811320754,0.5,"[[0, 45], [0, 4]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,low_i2_core_only,stratified_random,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.3469387755102041,0.45344159169043957,0.41666666666666663,0.29749103942652333,0.41666666666666663,"[[15, 30], [2, 2]]","['keloid', 'non_keloid']"
keloid_binary,grouped_seed0_fold1,low_i2_core_only,elastic_net_logreg,290,49,"{'non_keloid': 199, 'keloid': 91}","{'keloid': 45, 'non_keloid': 4}",0.9183673469387755,0.9300743553235247,0.9555555555555555,0.810077519379845,0.9722222222222222,"[[41, 4], [0, 4]]","['keloid', 'non_keloid']"
