accession,feature_set,model,norm,primary_macro,auroc,n_donors
GSE158395,fibrosis_only,linear_svm,train_reference_quantile,0.775,1.0,9
GSE158395,fibrosis_only,linear_svm,train_combat_lite,0.8831168831168831,1.0,9
GSE158395,fibrosis_only,ridge_logreg,none,1.0,1.0,9
GSE158395,fibrosis_only,ridge_logreg,train_accession_zscore,1.0,1.0,9
GSE158395,fibrosis_only,ridge_logreg,train_reference_quantile,0.6666666666666666,1.0,9
GSE158395,fibrosis_only,ridge_logreg,train_combat_lite,0.8831168831168831,1.0,9
GSE158395,fused_multiview,linear_svm,none,1.0,0.9444444444444444,9
GSE158395,fused_multiview,linear_svm,train_accession_zscore,1.0,0.9444444444444444,9
GSE158395,fused_multiview,linear_svm,train_reference_quantile,0.775,0.9722222222222222,9
GSE158395,fused_multiview,linear_svm,train_combat_lite,0.775,0.9444444444444444,9
GSE158395,fused_multiview,ridge_logreg,none,1.0,0.9444444444444444,9
GSE158395,fused_multiview,ridge_logreg,train_accession_zscore,0.8831168831168831,0.9444444444444444,9
GSE158395,fused_multiview,ridge_logreg,train_reference_quantile,0.8831168831168831,1.0,9
GSE158395,fused_multiview,ridge_logreg,train_combat_lite,0.775,0.9444444444444444,9
GSE158395,low_i2_core_only,linear_svm,none,0.41558441558441556,0.5277777777777778,9
GSE158395,low_i2_core_only,linear_svm,train_accession_zscore,0.2222222222222222,0.6944444444444444,9
GSE158395,low_i2_core_only,linear_svm,train_reference_quantile,0.325,0.888888888888889,9
GSE158395,low_i2_core_only,linear_svm,train_combat_lite,0.41558441558441556,0.7777777777777778,9
GSE158395,low_i2_core_only,ridge_logreg,none,0.41558441558441556,0.9444444444444444,9
GSE158395,low_i2_core_only,ridge_logreg,train_accession_zscore,0.41558441558441556,0.9722222222222222,9
GSE158395,low_i2_core_only,ridge_logreg,train_reference_quantile,0.41558441558441556,1.0,9
GSE158395,low_i2_core_only,ridge_logreg,train_combat_lite,0.41558441558441556,1.0,9
GSE158395,published_markers_only,linear_svm,none,1.0,1.0,9
GSE158395,published_markers_only,linear_svm,train_accession_zscore,0.8831168831168831,1.0,9
GSE158395,published_markers_only,linear_svm,train_reference_quantile,0.775,0.9444444444444444,9
GSE158395,published_markers_only,linear_svm,train_combat_lite,0.8831168831168831,1.0,9
GSE158395,published_markers_only,ridge_logreg,none,1.0,1.0,9
GSE158395,published_markers_only,ridge_logreg,train_accession_zscore,1.0,1.0,9
GSE158395,published_markers_only,ridge_logreg,train_reference_quantile,0.6666666666666666,1.0,9
GSE158395,published_markers_only,ridge_logreg,train_combat_lite,1.0,1.0,9
GSE158395,scar_discriminative,linear_svm,none,1.0,0.9166666666666667,9
GSE158395,scar_discriminative,linear_svm,train_accession_zscore,1.0,0.9444444444444444,9
GSE158395,scar_discriminative,linear_svm,train_reference_quantile,0.6666666666666666,0.9722222222222222,9
GSE158395,scar_discriminative,linear_svm,train_combat_lite,0.775,0.9444444444444444,9
GSE158395,scar_discriminative,ridge_logreg,none,0.8831168831168831,0.9444444444444444,9
GSE158395,scar_discriminative,ridge_logreg,train_accession_zscore,0.8831168831168831,0.9444444444444444,9
GSE158395,scar_discriminative,ridge_logreg,train_reference_quantile,0.6666666666666666,1.0,9
GSE158395,scar_discriminative,ridge_logreg,train_combat_lite,0.775,1.0,9
GSE173900,composition_only,linear_svm,none,0.41558441558441556,0.3,9
GSE173900,composition_only,linear_svm,train_accession_zscore,0.18181818181818182,0.15000000000000002,9
GSE173900,composition_only,linear_svm,train_reference_quantile,0.325,0.15000000000000002,9
GSE173900,composition_only,linear_svm,train_combat_lite,0.18181818181818182,0.2,9
GSE173900,composition_only,ridge_logreg,none,0.18181818181818182,0.25,9
GSE173900,composition_only,ridge_logreg,train_accession_zscore,0.18181818181818182,0.15000000000000002,9
GSE173900,composition_only,ridge_logreg,train_reference_quantile,0.325,0.15000000000000002,9
GSE173900,composition_only,ridge_logreg,train_combat_lite,0.18181818181818182,0.2,9
GSE173900,rank_programs_only,linear_svm,none,0.325,0.30000000000000004,9
GSE173900,rank_programs_only,linear_svm,train_accession_zscore,0.41558441558441556,0.30000000000000004,9
GSE173900,rank_programs_only,linear_svm,train_reference_quantile,0.2222222222222222,0.2,9
GSE173900,rank_programs_only,linear_svm,train_combat_lite,0.325,0.30000000000000004,9
GSE173900,rank_programs_only,ridge_logreg,none,0.325,0.25,9
GSE173900,rank_programs_only,ridge_logreg,train_accession_zscore,0.325,0.25,9
GSE173900,rank_programs_only,ridge_logreg,train_reference_quantile,0.325,0.2,9
GSE173900,rank_programs_only,ridge_logreg,train_combat_lite,0.325,0.25,9
GSE173900,fibrosis_only,linear_svm,none,0.325,0.30000000000000004,9
GSE173900,fibrosis_only,linear_svm,train_accession_zscore,0.41558441558441556,0.35,9
GSE173900,fibrosis_only,linear_svm,train_reference_quantile,0.325,0.30000000000000004,9
GSE173900,fibrosis_only,linear_svm,train_combat_lite,0.325,0.30000000000000004,9
GSE173900,fibrosis_only,ridge_logreg,none,0.18181818181818182,0.25,9
GSE173900,fibrosis_only,ridge_logreg,train_accession_zscore,0.41558441558441556,0.35,9
GSE173900,fibrosis_only,ridge_logreg,train_reference_quantile,0.325,0.30000000000000004,9
GSE173900,fibrosis_only,ridge_logreg,train_combat_lite,0.325,0.30000000000000004,9
GSE173900,fused_multiview,linear_svm,none,0.18181818181818182,0.25,9
GSE173900,fused_multiview,linear_svm,train_accession_zscore,0.41558441558441556,0.25,9
GSE173900,fused_multiview,linear_svm,train_reference_quantile,0.2222222222222222,0.3,9
GSE173900,fused_multiview,linear_svm,train_combat_lite,0.41558441558441556,0.25,9
GSE173900,fused_multiview,ridge_logreg,none,0.325,0.25,9
GSE173900,fused_multiview,ridge_logreg,train_accession_zscore,0.325,0.30000000000000004,9
GSE173900,fused_multiview,ridge_logreg,train_reference_quantile,0.2222222222222222,0.2,9
GSE173900,fused_multiview,ridge_logreg,train_combat_lite,0.325,0.25,9
GSE173900,low_i2_core_only,linear_svm,none,0.41558441558441556,0.25,9
GSE173900,low_i2_core_only,linear_svm,train_accession_zscore,0.41558441558441556,0.45,9
GSE173900,low_i2_core_only,linear_svm,train_reference_quantile,0.18181818181818182,0.1,9
GSE173900,low_i2_core_only,linear_svm,train_combat_lite,0.41558441558441556,0.4,9
GSE173900,low_i2_core_only,ridge_logreg,none,0.41558441558441556,0.35,9
GSE173900,low_i2_core_only,ridge_logreg,train_accession_zscore,0.41558441558441556,0.45,9
GSE173900,low_i2_core_only,ridge_logreg,train_reference_quantile,0.41558441558441556,0.25,9
GSE173900,low_i2_core_only,ridge_logreg,train_combat_lite,0.41558441558441556,0.4,9
GSE173900,scar_discriminative,linear_svm,none,0.325,0.30000000000000004,9
GSE173900,scar_discriminative,linear_svm,train_accession_zscore,0.325,0.30000000000000004,9
GSE173900,scar_discriminative,linear_svm,train_reference_quantile,0.2222222222222222,0.30000000000000004,9
GSE173900,scar_discriminative,linear_svm,train_combat_lite,0.325,0.25,9
GSE173900,scar_discriminative,ridge_logreg,none,0.325,0.25,9
GSE173900,scar_discriminative,ridge_logreg,train_accession_zscore,0.325,0.30000000000000004,9
GSE173900,scar_discriminative,ridge_logreg,train_reference_quantile,0.2222222222222222,0.25,9
GSE173900,scar_discriminative,ridge_logreg,train_combat_lite,0.325,0.25,9
GSE181297,composition_only,linear_svm,none,0.8285714285714285,1.0,6
GSE181297,composition_only,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,composition_only,linear_svm,train_reference_quantile,0.8285714285714285,0.875,6
GSE181297,composition_only,linear_svm,train_combat_lite,0.6666666666666666,0.5,6
GSE181297,composition_only,ridge_logreg,none,0.8285714285714285,1.0,6
GSE181297,composition_only,ridge_logreg,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,composition_only,ridge_logreg,train_reference_quantile,0.8285714285714285,0.875,6
GSE181297,composition_only,ridge_logreg,train_combat_lite,0.6666666666666666,1.0,6
GSE181297,rank_programs_only,linear_svm,none,1.0,1.0,6
GSE181297,rank_programs_only,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,rank_programs_only,linear_svm,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,rank_programs_only,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,rank_programs_only,ridge_logreg,none,1.0,1.0,6
GSE181297,rank_programs_only,ridge_logreg,train_accession_zscore,0.6666666666666666,1.0,6
GSE181297,rank_programs_only,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,rank_programs_only,ridge_logreg,train_combat_lite,0.6666666666666666,1.0,6
GSE181297,fibrosis_only,linear_svm,none,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,linear_svm,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,ridge_logreg,none,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,ridge_logreg,train_accession_zscore,0.6666666666666666,1.0,6
GSE181297,fibrosis_only,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,fibrosis_only,ridge_logreg,train_combat_lite,0.6666666666666666,1.0,6
GSE181297,fused_multiview,linear_svm,none,0.8285714285714285,1.0,6
GSE181297,fused_multiview,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,fused_multiview,linear_svm,train_reference_quantile,0.6666666666666666,0.5,6
GSE181297,fused_multiview,linear_svm,train_combat_lite,0.8285714285714285,0.875,6
GSE181297,fused_multiview,ridge_logreg,none,1.0,1.0,6
GSE181297,fused_multiview,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE181297,fused_multiview,ridge_logreg,train_reference_quantile,0.6666666666666666,0.875,6
GSE181297,fused_multiview,ridge_logreg,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,low_i2_core_only,linear_svm,none,0.8285714285714285,1.0,6
GSE181297,low_i2_core_only,linear_svm,train_accession_zscore,0.6666666666666666,1.0,6
GSE181297,low_i2_core_only,linear_svm,train_reference_quantile,1.0,1.0,6
GSE181297,low_i2_core_only,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,low_i2_core_only,ridge_logreg,none,1.0,1.0,6
GSE181297,low_i2_core_only,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE181297,low_i2_core_only,ridge_logreg,train_reference_quantile,1.0,1.0,6
GSE181297,low_i2_core_only,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE181297,published_markers_only,linear_svm,none,0.8285714285714285,1.0,6
GSE181297,published_markers_only,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,published_markers_only,linear_svm,train_reference_quantile,0.6666666666666666,0.875,6
GSE181297,published_markers_only,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,published_markers_only,ridge_logreg,none,0.8285714285714285,1.0,6
GSE181297,published_markers_only,ridge_logreg,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,published_markers_only,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,published_markers_only,ridge_logreg,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,scar_discriminative,linear_svm,none,1.0,1.0,6
GSE181297,scar_discriminative,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE181297,scar_discriminative,linear_svm,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,scar_discriminative,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE181297,scar_discriminative,ridge_logreg,none,1.0,1.0,6
GSE181297,scar_discriminative,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE181297,scar_discriminative,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE181297,scar_discriminative,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE181316,composition_only,linear_svm,none,1.0,1.0,4
GSE181316,composition_only,linear_svm,train_accession_zscore,1.0,1.0,4
GSE181316,composition_only,linear_svm,train_reference_quantile,0.7333333333333334,1.0,4
GSE181316,composition_only,linear_svm,train_combat_lite,1.0,1.0,4
GSE181316,composition_only,ridge_logreg,none,1.0,1.0,4
GSE181316,composition_only,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,composition_only,ridge_logreg,train_reference_quantile,0.7333333333333334,1.0,4
GSE181316,composition_only,ridge_logreg,train_combat_lite,1.0,1.0,4
GSE181316,rank_programs_only,linear_svm,none,1.0,1.0,4
GSE181316,rank_programs_only,linear_svm,train_accession_zscore,1.0,1.0,4
GSE181316,rank_programs_only,linear_svm,train_reference_quantile,0.7333333333333334,1.0,4
GSE181316,rank_programs_only,linear_svm,train_combat_lite,0.7333333333333334,1.0,4
GSE181316,rank_programs_only,ridge_logreg,none,1.0,1.0,4
GSE181316,rank_programs_only,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,rank_programs_only,ridge_logreg,train_reference_quantile,0.7333333333333334,1.0,4
GSE181316,rank_programs_only,ridge_logreg,train_combat_lite,1.0,1.0,4
GSE181316,fibrosis_only,linear_svm,none,1.0,1.0,4
GSE181316,fibrosis_only,linear_svm,train_accession_zscore,1.0,1.0,4
GSE181316,fibrosis_only,linear_svm,train_reference_quantile,1.0,1.0,4
GSE181316,fibrosis_only,linear_svm,train_combat_lite,1.0,1.0,4
GSE181316,fibrosis_only,ridge_logreg,none,1.0,1.0,4
GSE181316,fibrosis_only,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,fibrosis_only,ridge_logreg,train_reference_quantile,1.0,1.0,4
GSE181316,fibrosis_only,ridge_logreg,train_combat_lite,1.0,1.0,4
GSE181316,fused_multiview,linear_svm,none,1.0,1.0,4
GSE181316,fused_multiview,linear_svm,train_accession_zscore,1.0,1.0,4
GSE181316,fused_multiview,linear_svm,train_reference_quantile,0.7333333333333334,1.0,4
GSE181316,fused_multiview,linear_svm,train_combat_lite,1.0,1.0,4
GSE181316,fused_multiview,ridge_logreg,none,1.0,1.0,4
GSE181316,fused_multiview,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,fused_multiview,ridge_logreg,train_reference_quantile,1.0,1.0,4
GSE181316,fused_multiview,ridge_logreg,train_combat_lite,1.0,1.0,4
GSE181316,low_i2_core_only,linear_svm,none,0.7333333333333334,0.5,4
GSE181316,low_i2_core_only,linear_svm,train_accession_zscore,0.7333333333333334,0.5,4
GSE181316,low_i2_core_only,linear_svm,train_reference_quantile,1.0,1.0,4
GSE181316,low_i2_core_only,linear_svm,train_combat_lite,0.7333333333333334,0.5,4
GSE181316,low_i2_core_only,ridge_logreg,none,1.0,1.0,4
GSE181316,low_i2_core_only,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,low_i2_core_only,ridge_logreg,train_reference_quantile,1.0,1.0,4
GSE181316,low_i2_core_only,ridge_logreg,train_combat_lite,0.7333333333333334,1.0,4
GSE181316,scar_discriminative,linear_svm,none,0.42857142857142855,1.0,4
GSE181316,scar_discriminative,linear_svm,train_accession_zscore,1.0,1.0,4
GSE181316,scar_discriminative,linear_svm,train_reference_quantile,1.0,1.0,4
GSE181316,scar_discriminative,linear_svm,train_combat_lite,1.0,1.0,4
GSE181316,scar_discriminative,ridge_logreg,none,1.0,1.0,4
GSE181316,scar_discriminative,ridge_logreg,train_accession_zscore,1.0,1.0,4
GSE181316,scar_discriminative,ridge_logreg,train_reference_quantile,1.0,1.0,4
GSE181316,scar_discriminative,ridge_logreg,train_combat_lite,1.0,1.0,4
GSE190626,composition_only,linear_svm,none,1.0,1.0,6
GSE190626,composition_only,linear_svm,train_accession_zscore,1.0,1.0,6
GSE190626,composition_only,linear_svm,train_reference_quantile,1.0,1.0,6
GSE190626,composition_only,linear_svm,train_combat_lite,1.0,1.0,6
GSE190626,composition_only,ridge_logreg,none,1.0,1.0,6
GSE190626,composition_only,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE190626,composition_only,ridge_logreg,train_reference_quantile,1.0,1.0,6
GSE190626,composition_only,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE190626,rank_programs_only,linear_svm,none,1.0,1.0,6
GSE190626,rank_programs_only,linear_svm,train_accession_zscore,1.0,1.0,6
GSE190626,rank_programs_only,linear_svm,train_reference_quantile,1.0,1.0,6
GSE190626,rank_programs_only,linear_svm,train_combat_lite,1.0,1.0,6
GSE190626,rank_programs_only,ridge_logreg,none,1.0,1.0,6
GSE190626,rank_programs_only,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE190626,rank_programs_only,ridge_logreg,train_reference_quantile,1.0,1.0,6
GSE190626,rank_programs_only,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE190626,fibrosis_only,linear_svm,none,0.8285714285714285,1.0,6
GSE190626,fibrosis_only,linear_svm,train_accession_zscore,1.0,1.0,6
GSE190626,fibrosis_only,linear_svm,train_reference_quantile,1.0,1.0,6
GSE190626,fibrosis_only,linear_svm,train_combat_lite,1.0,1.0,6
GSE190626,fibrosis_only,ridge_logreg,none,1.0,1.0,6
GSE190626,fibrosis_only,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE190626,fibrosis_only,ridge_logreg,train_reference_quantile,1.0,1.0,6
GSE190626,fibrosis_only,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE190626,fused_multiview,linear_svm,none,0.8285714285714285,1.0,6
GSE190626,fused_multiview,linear_svm,train_accession_zscore,0.8285714285714285,0.888888888888889,6
GSE190626,fused_multiview,linear_svm,train_reference_quantile,0.8285714285714285,0.6666666666666666,6
GSE190626,fused_multiview,linear_svm,train_combat_lite,0.8285714285714285,0.7777777777777779,6
GSE190626,fused_multiview,ridge_logreg,none,0.8285714285714285,1.0,6
GSE190626,fused_multiview,ridge_logreg,train_accession_zscore,0.8285714285714285,1.0,6
GSE190626,fused_multiview,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE190626,fused_multiview,ridge_logreg,train_combat_lite,0.8285714285714285,1.0,6
GSE190626,low_i2_core_only,linear_svm,none,1.0,1.0,6
GSE190626,low_i2_core_only,linear_svm,train_accession_zscore,1.0,1.0,6
GSE190626,low_i2_core_only,linear_svm,train_reference_quantile,0.6666666666666666,0.888888888888889,6
GSE190626,low_i2_core_only,linear_svm,train_combat_lite,1.0,1.0,6
GSE190626,low_i2_core_only,ridge_logreg,none,1.0,1.0,6
GSE190626,low_i2_core_only,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE190626,low_i2_core_only,ridge_logreg,train_reference_quantile,0.8285714285714285,1.0,6
GSE190626,low_i2_core_only,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE190626,scar_discriminative,linear_svm,none,1.0,1.0,6
GSE190626,scar_discriminative,linear_svm,train_accession_zscore,0.8285714285714285,1.0,6
GSE190626,scar_discriminative,linear_svm,train_reference_quantile,0.8285714285714285,1.0,6
GSE190626,scar_discriminative,linear_svm,train_combat_lite,0.8285714285714285,1.0,6
GSE190626,scar_discriminative,ridge_logreg,none,1.0,1.0,6
GSE190626,scar_discriminative,ridge_logreg,train_accession_zscore,1.0,1.0,6
GSE190626,scar_discriminative,ridge_logreg,train_reference_quantile,1.0,1.0,6
GSE190626,scar_discriminative,ridge_logreg,train_combat_lite,1.0,1.0,6
GSE92566,composition_only,linear_svm,none,0.0,0.6666666666666667,3
GSE92566,composition_only,linear_svm,train_accession_zscore,0.25,0.7500000000000001,3
GSE92566,composition_only,linear_svm,train_reference_quantile,0.4,1.0,3
GSE92566,composition_only,linear_svm,train_combat_lite,0.4,0.9166666666666667,3
GSE92566,composition_only,ridge_logreg,none,0.25,0.7500000000000001,3
GSE92566,composition_only,ridge_logreg,train_accession_zscore,0.4,0.8333333333333334,3
GSE92566,composition_only,ridge_logreg,train_reference_quantile,0.25,1.0,3
GSE92566,composition_only,ridge_logreg,train_combat_lite,0.4,1.0,3
GSE92566,rank_programs_only,linear_svm,none,0.4,1.0,3
GSE92566,rank_programs_only,linear_svm,train_accession_zscore,0.25,1.0,3
GSE92566,rank_programs_only,linear_svm,train_reference_quantile,0.25,0.9166666666666667,3
GSE92566,rank_programs_only,linear_svm,train_combat_lite,0.4,0.9166666666666667,3
GSE92566,rank_programs_only,ridge_logreg,none,0.25,1.0,3
GSE92566,rank_programs_only,ridge_logreg,train_accession_zscore,0.25,1.0,3
GSE92566,rank_programs_only,ridge_logreg,train_reference_quantile,0.4,1.0,3
GSE92566,rank_programs_only,ridge_logreg,train_combat_lite,0.25,1.0,3
GSE92566,fibrosis_only,linear_svm,none,0.25,1.0,3
GSE92566,fibrosis_only,linear_svm,train_accession_zscore,0.25,1.0,3
