accession,feature_set,model,norm,sample_macro,donor_macro,primary_macro,n_donors,auroc
E-MTAB-4945,fibrosis_only,elastic_net_logreg,train_accession_zscore,0.5238095238095238,0.7619047619047619,0.7619047619047619,10,0.7142857142857143
E-MTAB-4945,fibrosis_only,elastic_net_logreg,train_reference_quantile,0.5238095238095238,0.4949494949494949,0.4949494949494949,10,0.6149068322981367
E-MTAB-4945,fibrosis_only,elastic_net_logreg,train_combat_lite,0.55,1.0,1.0,10,0.6521739130434782
E-MTAB-4945,fused_multiview,linear_svm,none,0.569377990430622,0.6703296703296704,0.6703296703296704,10,0.5403726708074534
E-MTAB-4945,fused_multiview,linear_svm,train_accession_zscore,0.5238095238095237,0.5238095238095238,0.5238095238095238,10,0.515527950310559
E-MTAB-4945,fused_multiview,linear_svm,train_reference_quantile,0.4034090909090909,0.3333333333333333,0.3333333333333333,10,0.5900621118012422
E-MTAB-4945,fused_multiview,linear_svm,train_combat_lite,0.4276094276094276,0.6,0.6,10,0.48447204968944096
E-MTAB-4945,fused_multiview,ridge_logreg,none,0.5238095238095237,0.7916666666666667,0.7916666666666667,10,0.5527950310559007
E-MTAB-4945,fused_multiview,ridge_logreg,train_accession_zscore,0.55,0.6703296703296704,0.6703296703296704,10,0.5652173913043478
E-MTAB-4945,fused_multiview,ridge_logreg,train_reference_quantile,0.5238095238095238,0.375,0.375,10,0.5962732919254659
E-MTAB-4945,fused_multiview,ridge_logreg,train_combat_lite,0.513888888888889,0.696969696969697,0.696969696969697,10,0.5652173913043478
E-MTAB-4945,fused_multiview,elastic_net_logreg,none,0.569377990430622,0.7916666666666667,0.7916666666666667,10,0.5776397515527951
E-MTAB-4945,fused_multiview,elastic_net_logreg,train_accession_zscore,0.55,0.6703296703296704,0.6703296703296704,10,0.5527950310559007
E-MTAB-4945,fused_multiview,elastic_net_logreg,train_reference_quantile,0.4222222222222222,0.375,0.375,10,0.6211180124223601
E-MTAB-4945,fused_multiview,elastic_net_logreg,train_combat_lite,0.5542857142857143,0.696969696969697,0.696969696969697,10,0.5465838509316769
GSE173900,composition_only,linear_svm,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.4
GSE173900,composition_only,linear_svm,train_accession_zscore,0.55,0.55,0.55,9,0.45
GSE173900,composition_only,linear_svm,train_reference_quantile,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.45
GSE173900,composition_only,linear_svm,train_combat_lite,0.55,0.55,0.55,9,0.4
GSE173900,composition_only,ridge_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.3
GSE173900,composition_only,ridge_logreg,train_accession_zscore,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.4
GSE173900,composition_only,ridge_logreg,train_reference_quantile,0.325,0.325,0.325,9,0.4
GSE173900,composition_only,ridge_logreg,train_combat_lite,0.325,0.325,0.325,9,0.35
GSE173900,composition_only,elastic_net_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.3
GSE173900,composition_only,elastic_net_logreg,train_accession_zscore,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.4
GSE173900,composition_only,elastic_net_logreg,train_reference_quantile,0.325,0.325,0.325,9,0.4
GSE173900,composition_only,elastic_net_logreg,train_combat_lite,0.325,0.325,0.325,9,0.35
GSE173900,rank_programs_only,linear_svm,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,rank_programs_only,linear_svm,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,rank_programs_only,linear_svm,train_reference_quantile,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,rank_programs_only,linear_svm,train_combat_lite,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,rank_programs_only,ridge_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,rank_programs_only,ridge_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,rank_programs_only,ridge_logreg,train_reference_quantile,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,rank_programs_only,ridge_logreg,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.25
GSE173900,rank_programs_only,elastic_net_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,rank_programs_only,elastic_net_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,rank_programs_only,elastic_net_logreg,train_reference_quantile,0.325,0.325,0.325,9,0.2
GSE173900,rank_programs_only,elastic_net_logreg,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.25
GSE173900,fibrosis_only,linear_svm,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,fibrosis_only,linear_svm,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,fibrosis_only,linear_svm,train_reference_quantile,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,fibrosis_only,linear_svm,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.25
GSE173900,fibrosis_only,ridge_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.35
GSE173900,fibrosis_only,ridge_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,fibrosis_only,ridge_logreg,train_reference_quantile,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,fibrosis_only,ridge_logreg,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.25
GSE173900,fibrosis_only,elastic_net_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,fibrosis_only,elastic_net_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,fibrosis_only,elastic_net_logreg,train_reference_quantile,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,fibrosis_only,elastic_net_logreg,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.25
GSE173900,fused_multiview,linear_svm,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.35000000000000003
GSE173900,fused_multiview,linear_svm,train_accession_zscore,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.55
GSE173900,fused_multiview,linear_svm,train_reference_quantile,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.25
GSE173900,fused_multiview,linear_svm,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.30000000000000004
GSE173900,fused_multiview,ridge_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,fused_multiview,ridge_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,fused_multiview,ridge_logreg,train_reference_quantile,0.325,0.325,0.325,9,0.35000000000000003
GSE173900,fused_multiview,ridge_logreg,train_combat_lite,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,0.2
GSE173900,fused_multiview,elastic_net_logreg,none,0.41558441558441556,0.41558441558441556,0.41558441558441556,9,0.30000000000000004
GSE173900,fused_multiview,elastic_net_logreg,train_accession_zscore,0.325,0.325,0.325,9,0.30000000000000004
GSE173900,fused_multiview,elastic_net_logreg,train_reference_quantile,0.325,0.325,0.325,9,0.35000000000000003
GSE173900,fused_multiview,elastic_net_logreg,train_combat_lite,0.325,0.325,0.325,9,0.2
GSE181297,composition_only,linear_svm,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,composition_only,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.75
GSE181297,composition_only,linear_svm,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,composition_only,linear_svm,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.5
GSE181297,composition_only,ridge_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,composition_only,ridge_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,composition_only,ridge_logreg,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,composition_only,ridge_logreg,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,composition_only,elastic_net_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,composition_only,elastic_net_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,composition_only,elastic_net_logreg,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,composition_only,elastic_net_logreg,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,rank_programs_only,linear_svm,none,0.7777777777777777,0.7777777777777777,0.7777777777777777,6,1.0
GSE181297,rank_programs_only,linear_svm,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE181297,rank_programs_only,linear_svm,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,rank_programs_only,linear_svm,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE181297,rank_programs_only,ridge_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,rank_programs_only,ridge_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE181297,rank_programs_only,ridge_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,rank_programs_only,ridge_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE181297,rank_programs_only,elastic_net_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,rank_programs_only,elastic_net_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE181297,rank_programs_only,elastic_net_logreg,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,rank_programs_only,elastic_net_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE181297,fibrosis_only,linear_svm,none,0.625,0.625,0.625,6,0.75
GSE181297,fibrosis_only,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fibrosis_only,linear_svm,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE181297,fibrosis_only,linear_svm,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.875
GSE181297,fibrosis_only,ridge_logreg,none,0.625,0.625,0.625,6,0.75
GSE181297,fibrosis_only,ridge_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fibrosis_only,ridge_logreg,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE181297,fibrosis_only,ridge_logreg,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,fibrosis_only,elastic_net_logreg,none,0.625,0.625,0.625,6,0.75
GSE181297,fibrosis_only,elastic_net_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fibrosis_only,elastic_net_logreg,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE181297,fibrosis_only,elastic_net_logreg,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,1.0
GSE181297,fused_multiview,linear_svm,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fused_multiview,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fused_multiview,linear_svm,train_reference_quantile,0.25,0.25,0.25,6,0.375
GSE181297,fused_multiview,linear_svm,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.75
GSE181297,fused_multiview,ridge_logreg,none,1.0,1.0,1.0,6,1.0
GSE181297,fused_multiview,ridge_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fused_multiview,ridge_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.75
GSE181297,fused_multiview,ridge_logreg,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fused_multiview,elastic_net_logreg,none,1.0,1.0,1.0,6,1.0
GSE181297,fused_multiview,elastic_net_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE181297,fused_multiview,elastic_net_logreg,train_reference_quantile,0.4857142857142857,0.4857142857142857,0.4857142857142857,6,0.75
GSE181297,fused_multiview,elastic_net_logreg,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,composition_only,linear_svm,none,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.888888888888889
GSE190626,composition_only,linear_svm,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,linear_svm,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,ridge_logreg,none,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,ridge_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,ridge_logreg,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,ridge_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,elastic_net_logreg,none,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,elastic_net_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,elastic_net_logreg,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE190626,composition_only,elastic_net_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,linear_svm,none,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,linear_svm,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,linear_svm,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.7777777777777778
GSE190626,rank_programs_only,linear_svm,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,ridge_logreg,none,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,ridge_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,ridge_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.888888888888889
GSE190626,rank_programs_only,ridge_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,elastic_net_logreg,none,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,elastic_net_logreg,train_accession_zscore,1.0,1.0,1.0,6,1.0
GSE190626,rank_programs_only,elastic_net_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.888888888888889
GSE190626,rank_programs_only,elastic_net_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,fibrosis_only,linear_svm,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,linear_svm,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.7777777777777779
GSE190626,fibrosis_only,linear_svm,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,fibrosis_only,ridge_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,ridge_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,ridge_logreg,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.7777777777777779
GSE190626,fibrosis_only,ridge_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,fibrosis_only,elastic_net_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,elastic_net_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fibrosis_only,elastic_net_logreg,train_reference_quantile,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.7777777777777779
GSE190626,fibrosis_only,elastic_net_logreg,train_combat_lite,1.0,1.0,1.0,6,1.0
GSE190626,fused_multiview,linear_svm,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fused_multiview,linear_svm,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.7777777777777779
GSE190626,fused_multiview,linear_svm,train_reference_quantile,1.0,1.0,1.0,6,1.0
GSE190626,fused_multiview,linear_svm,train_combat_lite,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.888888888888889
GSE190626,fused_multiview,ridge_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fused_multiview,ridge_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.888888888888889
GSE190626,fused_multiview,ridge_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.7777777777777779
GSE190626,fused_multiview,ridge_logreg,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.888888888888889
GSE190626,fused_multiview,elastic_net_logreg,none,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
GSE190626,fused_multiview,elastic_net_logreg,train_accession_zscore,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,0.888888888888889
GSE190626,fused_multiview,elastic_net_logreg,train_reference_quantile,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.7777777777777779
GSE190626,fused_multiview,elastic_net_logreg,train_combat_lite,0.8285714285714285,0.8285714285714285,0.8285714285714285,6,1.0
Sun_Burns,composition_only,linear_svm,none,0.6527777777777778,1.0,0.6527777777777778,1,0.75
Sun_Burns,composition_only,linear_svm,train_accession_zscore,0.7126436781609196,1.0,0.7126436781609196,1,0.7720588235294119
Sun_Burns,composition_only,linear_svm,train_reference_quantile,0.7028862478777589,1.0,0.7028862478777589,1,0.8823529411764706
Sun_Burns,composition_only,linear_svm,train_combat_lite,0.7181964573268921,0.0,0.7181964573268921,1,0.9117647058823529
Sun_Burns,composition_only,ridge_logreg,none,0.6376811594202898,0.0,0.6376811594202898,1,0.75
Sun_Burns,composition_only,ridge_logreg,train_accession_zscore,0.7181964573268921,0.0,0.7181964573268921,1,0.7794117647058824
Sun_Burns,composition_only,ridge_logreg,train_reference_quantile,0.75,1.0,0.75,1,0.875
Sun_Burns,composition_only,ridge_logreg,train_combat_lite,0.7181964573268921,0.0,0.7181964573268921,1,0.8823529411764706
Sun_Burns,composition_only,elastic_net_logreg,none,0.6753246753246753,0.0,0.6753246753246753,1,0.75
Sun_Burns,composition_only,elastic_net_logreg,train_accession_zscore,0.7181964573268921,0.0,0.7181964573268921,1,0.7720588235294119
Sun_Burns,composition_only,elastic_net_logreg,train_reference_quantile,0.7564935064935066,1.0,0.7564935064935066,1,0.8676470588235294
Sun_Burns,composition_only,elastic_net_logreg,train_combat_lite,0.7181964573268921,0.0,0.7181964573268921,1,0.8676470588235294
Sun_Burns,rank_programs_only,linear_svm,none,0.8263888888888888,1.0,0.8263888888888888,1,0.926470588235294
Sun_Burns,rank_programs_only,linear_svm,train_accession_zscore,0.7947454844006567,0.0,0.7947454844006567,1,0.9558823529411764
Sun_Burns,rank_programs_only,linear_svm,train_reference_quantile,0.8663101604278074,1.0,0.8663101604278074,1,0.963235294117647
Sun_Burns,rank_programs_only,linear_svm,train_combat_lite,0.8333333333333334,0.0,0.8333333333333334,1,0.9779411764705882
Sun_Burns,rank_programs_only,ridge_logreg,none,0.8263888888888888,1.0,0.8263888888888888,1,0.9779411764705882
Sun_Burns,rank_programs_only,ridge_logreg,train_accession_zscore,0.7564935064935066,0.0,0.7564935064935066,1,1.0
Sun_Burns,rank_programs_only,ridge_logreg,train_reference_quantile,0.8333333333333334,1.0,0.8333333333333334,1,0.9705882352941176
Sun_Burns,rank_programs_only,ridge_logreg,train_combat_lite,0.7947454844006567,0.0,0.7947454844006567,1,1.0
Sun_Burns,rank_programs_only,elastic_net_logreg,none,0.8263888888888888,1.0,0.8263888888888888,1,0.9779411764705882
Sun_Burns,rank_programs_only,elastic_net_logreg,train_accession_zscore,0.7181964573268921,0.0,0.7181964573268921,1,0.9926470588235294
Sun_Burns,rank_programs_only,elastic_net_logreg,train_reference_quantile,0.8333333333333334,1.0,0.8333333333333334,1,0.963235294117647
Sun_Burns,rank_programs_only,elastic_net_logreg,train_combat_lite,0.7564935064935066,0.0,0.7564935064935066,1,1.0
Sun_Burns,fibrosis_only,linear_svm,none,0.8663101604278074,1.0,0.8663101604278074,1,0.9779411764705882
Sun_Burns,fibrosis_only,linear_svm,train_accession_zscore,0.7564935064935066,0.0,0.7564935064935066,1,0.9779411764705882
Sun_Burns,fibrosis_only,linear_svm,train_reference_quantile,0.7947454844006567,0.0,0.7947454844006567,1,0.9558823529411764
Sun_Burns,fibrosis_only,linear_svm,train_combat_lite,0.8333333333333334,0.0,0.8333333333333334,1,0.9779411764705882
Sun_Burns,fibrosis_only,ridge_logreg,none,0.9080882352941176,1.0,0.9080882352941176,1,0.9779411764705882
Sun_Burns,fibrosis_only,ridge_logreg,train_accession_zscore,0.7564935064935066,0.0,0.7564935064935066,1,1.0
Sun_Burns,fibrosis_only,ridge_logreg,train_reference_quantile,0.7564935064935066,0.0,0.7564935064935066,1,0.9411764705882353
Sun_Burns,fibrosis_only,ridge_logreg,train_combat_lite,0.7947454844006567,0.0,0.7947454844006567,1,0.9926470588235294
Sun_Burns,fibrosis_only,elastic_net_logreg,none,0.9080882352941176,1.0,0.9080882352941176,1,0.9779411764705882
Sun_Burns,fibrosis_only,elastic_net_logreg,train_accession_zscore,0.7564935064935066,0.0,0.7564935064935066,1,1.0
Sun_Burns,fibrosis_only,elastic_net_logreg,train_reference_quantile,0.64,0.0,0.64,1,0.9411764705882353
Sun_Burns,fibrosis_only,elastic_net_logreg,train_combat_lite,0.7564935064935066,0.0,0.7564935064935066,1,0.9926470588235294
Sun_Burns,fused_multiview,linear_svm,none,0.5714285714285714,1.0,0.5714285714285714,1,0.7352941176470589
Sun_Burns,fused_multiview,linear_svm,train_accession_zscore,0.6880570409982174,1.0,0.6880570409982174,1,0.8014705882352942
Sun_Burns,fused_multiview,linear_svm,train_reference_quantile,0.8571428571428572,1.0,0.8571428571428572,1,0.9558823529411764
Sun_Burns,fused_multiview,linear_svm,train_combat_lite,0.7947454844006567,0.0,0.7947454844006567,1,0.9044117647058824
Sun_Burns,fused_multiview,ridge_logreg,none,0.7242647058823529,1.0,0.7242647058823529,1,0.7941176470588235
Sun_Burns,fused_multiview,ridge_logreg,train_accession_zscore,0.7947454844006567,1.0,0.7947454844006567,1,0.8455882352941176
