sample_id,accession,patient_id,platform_id,modality,processed_modality,cell_type,specimen_compartment,disease_label,keloid_vs_normal,scar_type,lesional_status,treatment,encoder_task,encoder_response,contrast_type,eval_grain,cohort_role,lockbox,allow_accession_level_grouping,split_group,keloid_binary,keloid_binary_all_profiles,keloid_vs_normal_scar,keloid_vs_pathologic_scar,keloid_vs_unaffected_skin,clean_keloid_binary,fibroblast_keloid_binary,is_tissue_for_primary_skin
GSM194121,GSE7890,116,GPL570,microarray,microarray,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,unknown,no_hydrocortisone,keloid_vs_normal,normal,sample,profile,existing,False,False,microarray|GSE7890|116,non_keloid,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSM194122,GSE7890,131,GPL570,microarray,microarray,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,unknown,no_hydrocortisone,keloid_vs_normal,normal,sample,profile,existing,False,False,microarray|GSE7890|131,non_keloid,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSM2432365,GSE92566,JKR 782-001,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-001,keloid,keloid,exclude,exclude,non_keloid,exclude,exclude,True
GSM2432366,GSE92566,JKR 782-001,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-001,keloid,keloid,exclude,exclude,keloid,exclude,exclude,True
GSM2432367,GSE92566,JKR 782-003,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-003,keloid,keloid,exclude,exclude,non_keloid,exclude,exclude,True
GSM2432368,GSE92566,JKR 782-003,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-003,keloid,keloid,exclude,exclude,keloid,exclude,exclude,True
GSM2432369,GSE92566,JKR 782-003,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,new_keloid_formation,none,lesional_status,new_keloid_formation,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-003,keloid,keloid,exclude,exclude,keloid,keloid,exclude,True
GSM2432370,GSE92566,JKR 782-004,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-004,keloid,keloid,exclude,exclude,non_keloid,exclude,exclude,True
GSM2432371,GSE92566,JKR 782-004,GPL570,microarray,microarray,bulk_skin,bulk_tissue,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,False,microarray|GSE92566|JKR 782-004,keloid,keloid,exclude,exclude,keloid,exclude,exclude,True
GSM2396556,GSE90051,patient_1,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_1,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396557,GSE90051,patient_2,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_2,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396558,GSE90051,patient_3,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_3,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396559,GSE90051,patient_4,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_4,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396560,GSE90051,patient_5,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_5,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396561,GSE90051,patient_6,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_6,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM2396562,GSE90051,patient_7,GPL6480,microarray,microarray,bulk_skin,bulk_tissue,keloid_over_normal,contrast,unknown,lesional,none,keloid_normal_contrast,keloid_over_normal,paired_keloid_over_normal_log_ratio,profile,existing,False,False,microarray|GSE90051|patient_7,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM1081582,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081583,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081584,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081585,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081586,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081587,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081588,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081589,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081590,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,keloid,False
GSM1081591,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081592,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081593,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081594,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081595,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081596,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081597,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081598,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081599,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,keloid,keloid,unknown,lesional,none,lesional_status,lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,keloid,keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081600,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,non_keloid,False
GSM1081601,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,non_keloid,False
GSM1081602,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,non_keloid,False
GSM1081603,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,non_keloid,False
GSM1081604,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081605,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081606,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081607,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,non_lesional,normal,unknown,non_lesional,none,lesional_status,non_lesional,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,exclude,exclude,False
GSM1081608,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,non_keloid,False
GSM1081609,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,non_keloid,False
GSM1081610,GSE44270,unknown,GPL6244,microarray,microarray,fibroblast,primary_fibroblast,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,non_keloid,False
GSM1081611,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,exclude,False
GSM1081612,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,exclude,False
GSM1081613,GSE44270,unknown,GPL6244,microarray,microarray,keratinocyte,keratinocyte,normal,normal,unknown,control,none,lesional_status,control,sample,profile,existing,False,True,microarray|GSE44270|accession,non_keloid,non_keloid,exclude,exclude,exclude,non_keloid,exclude,False
GSM71671,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71672,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71673,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71674,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71675,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71676,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71677,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,normal,unknown,unknown,unknown,none,out_of_domain_disease_state,normal,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71678,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71679,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71680,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71681,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71682,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71683,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71684,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71685,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71686,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71687,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71688,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71689,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71690,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71691,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71692,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71693,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71694,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71695,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,nevus,unknown,unknown,unknown,none,out_of_domain_disease_state,nevus,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71696,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71697,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71698,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71699,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71700,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71701,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71702,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71703,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSM71704,GSE3189,unknown,GPL96,microarray,microarray,unknown,bulk_tissue,melanoma,unknown,unknown,unknown,none,out_of_domain_disease_state,melanoma,sample,profile,existing,False,True,microarray|GSE3189|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
