task,split_name,feature_set,normalization_mode,model,n_train,n_test,train_label_counts,test_label_counts,accuracy,weighted_f1,balanced_accuracy,macro_f1,auroc,confusion_matrix,labels
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes_plus_modules,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.6234567901234568,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes_plus_modules,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5185185185185185,0.5243107769423558,0.4722222222222222,0.47218045112781953,0.5308641975308642,"[[3, 6], [7, 11]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes_plus_modules,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.37037037037037035,0.24160401002506263,0.5277777777777778,0.30977443609022554,0.4537037037037038,"[[9, 0], [17, 1]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes_plus_modules,none,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.3992673992673993,0.4722222222222222,0.4065934065934066,0.3827160493827161,"[[6, 3], [13, 5]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4139194139194139,0.4444444444444444,0.4065934065934066,0.5185185185185185,"[[5, 4], [12, 6]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.48148148148148145,0.48717948717948717,0.5277777777777778,0.4807692307692308,0.5555555555555556,"[[6, 3], [11, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6296296296296297,0.6372549019607844,0.6111111111111112,0.6029411764705883,0.7222222222222222,"[[5, 4], [6, 12]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.5861155272919979,0.5277777777777778,0.5278219395866455,0.6296296296296297,"[[3, 6], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.48148148148148145,0.48717948717948717,0.5277777777777778,0.4807692307692308,0.48148148148148157,"[[6, 3], [11, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,none,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.6031746031746031,0.5833333333333334,0.5714285714285714,0.5185185185185186,"[[5, 4], [7, 11]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.706959706959707,0.7777777777777778,0.7032967032967032,0.6728395061728395,"[[9, 0], [8, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.706959706959707,0.7777777777777778,0.7032967032967032,0.6728395061728395,"[[9, 0], [8, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5185185185185185,0.5185185185185185,0.5833333333333334,0.5185185185185185,0.4907407407407408,"[[7, 2], [11, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.3859649122807018,0.3055555555555556,0.2894736842105263,0.42592592592592593,"[[0, 9], [7, 11]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.48148148148148145,0.492156862745098,0.4444444444444444,0.4441176470588235,0.3827160493827161,"[[3, 6], [8, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,expanded_profibrotic_only,none,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.706959706959707,0.7777777777777778,0.7032967032967032,0.6759259259259259,"[[9, 0], [8, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.5925925925925926,0.6666666666666666,0.5925925925925926,0.7530864197530864,"[[8, 1], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.48148148148148145,0.48717948717948717,0.5277777777777778,0.4807692307692308,0.5740740740740742,"[[6, 3], [11, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.4961240310077519,0.4444444444444444,0.37209302325581395,0.7962962962962963,"[[0, 9], [2, 16]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.6613672496025438,0.6111111111111112,0.6136724960254372,0.6049382716049383,"[[4, 5], [4, 14]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,shared_genes,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.3333333333333333,0.16666666666666666,0.5,0.25,0.5555555555555556,"[[9, 0], [18, 0]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.7840909090909092,0.8055555555555556,0.7698863636363636,0.7716049382716049,"[[8, 1], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7407407407407407,0.748013090229079,0.7777777777777777,0.7349228611500701,0.7716049382716049,"[[8, 1], [6, 12]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.7823529411764705,0.7777777777777778,0.7617647058823529,0.8024691358024691,"[[7, 2], [4, 14]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6296296296296297,0.6296296296296297,0.5833333333333333,0.5833333333333333,0.654320987654321,"[[4, 5], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.7111111111111111,0.75,0.7,0.771604938271605,"[[8, 1], [7, 11]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_only,none,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6296296296296297,0.6336996336996337,0.6944444444444444,0.6291208791208791,0.6111111111111112,"[[8, 1], [9, 9]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7407407407407407,0.748013090229079,0.7777777777777777,0.7349228611500701,0.7345679012345678,"[[8, 1], [6, 12]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5555555555555556,0.5666666666666667,0.5833333333333333,0.55,0.654320987654321,"[[6, 3], [9, 9]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.6761904761904761,0.611111111111111,0.6142857142857143,0.7469135802469136,"[[3, 6], [2, 16]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.769736842105263,0.7222222222222222,0.7335526315789473,0.8271604938271604,"[[5, 4], [2, 16]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.5802298850574713,0.6944444444444444,0.5903448275862069,0.6141975308641976,"[[9, 0], [11, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,low_i2_core_only,none,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.48148148148148145,0.43333333333333335,0.3611111111111111,0.325,0.33333333333333337,"[[0, 9], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,majority,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.675,0.5440298507462686,0.5,0.40298507462686567,0.5,"[[27, 0], [13, 0]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,stratified_random,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.65,0.6609375,0.6609686609686609,0.6354166666666667,0.6609686609686609,"[[17, 10], [4, 9]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,elastic_net_logreg,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.625,0.6333671399594321,0.6025641025641025,0.5943204868154158,0.6666666666666666,"[[18, 9], [6, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,linear_svm,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.625,0.6333671399594321,0.6025641025641025,0.5943204868154158,0.6666666666666666,"[[18, 9], [6, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,random_forest,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.7,0.6928571428571428,0.6381766381766382,0.6428571428571428,0.5797720797720798,"[[22, 5], [7, 6]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,hist_gradient_boosting,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.675,0.6779524807826695,0.6396011396011396,0.636617749825297,0.6310541310541311,"[[20, 7], [6, 7]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,knn,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.65,0.6416666666666667,0.5811965811965812,0.5833333333333334,0.5142450142450142,"[[21, 6], [8, 5]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,profibrotic_module_only,none,small_mlp,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.7,0.6928571428571428,0.6381766381766382,0.6428571428571428,0.6951566951566952,"[[22, 5], [7, 6]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,majority,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.675,0.5440298507462686,0.5,0.40298507462686567,0.5,"[[27, 0], [13, 0]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,stratified_random,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.65,0.6609375,0.6609686609686609,0.6354166666666667,0.6609686609686609,"[[17, 10], [4, 9]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,elastic_net_logreg,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.65,0.6607416879795396,0.6809116809116809,0.6419437340153453,0.7777777777777778,"[[16, 11], [3, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,linear_svm,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.65,0.6607416879795396,0.6809116809116809,0.6419437340153453,0.792022792022792,"[[16, 11], [3, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,random_forest,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.6,0.61010101010101,0.6438746438746439,0.595959595959596,0.7350427350427351,"[[14, 13], [3, 10]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-4945,modules_rank_plus_expanded,none,hist_gradient_boosting,315,40,"{'keloid': 176, 'non_keloid': 139}","{'keloid': 27, 'non_keloid': 13}",0.525,0.5390717577353522,0.5085470085470085,0.49967083607636603,0.6552706552706553,"[[15, 12], [7, 6]]","['keloid', 'non_keloid']"
