endpoint,stage,split_name,accession,selection,inner_score,inner_lower_tail,threshold,selective_confidence_threshold,normalization_mode,calibration,feature_set,model,weight_mode,adaptation,n_train,n_test,n_test_donors,accuracy,weighted_f1,balanced_accuracy,macro_f1,auroc,confusion_matrix,labels,donor_weighted_f1,donor_macro_f1,donor_auroc
keloid_vs_pathologic_scar,nested_selected,leave_accession_out_GSE210434,GSE210434,inner_equal_accession_donor,1.0,1.0,0.9149181324038234,0.875,none,none,scar_discriminative,ridge_logreg,accession_donor,none,145,6,6,0.5,0.3333333333333333,0.5,0.3333333333333333,0.22222222222222224,"[[3, 0], [3, 0]]","['keloid', 'non_keloid']",0.3333333333333333,0.3333333333333333,0.22222222222222224
keloid_vs_pathologic_scar,nested_selected,leave_accession_out_GSE245660,GSE245660,inner_equal_accession_donor,0.9142857142857144,0.8457142857142858,0.46477965627520174,0.525,none,platt_inner_oof,scar_discriminative,ridge_logreg,accession_donor,none,122,5,5,0.0,0.0,0.0,0.0,0.0,"[[0, 3], [2, 0]]","['keloid', 'non_keloid']",0.0,0.0,0.0
fibroblast_keloid_binary,nested_selected,leave_accession_out_E-MTAB-2509,E-MTAB-2509,inner_equal_accession_donor,0.6541208791208791,0.40366300366300367,0.4685158156544379,0.525,train_accession_zscore,platt_inner_oof,fibrosis_only,ridge_logreg,accession_donor,none,126,9,1,0.7777777777777778,0.7777777777777778,0.75,0.75,0.7777777777777778,"[[2, 1], [1, 5]]","['keloid', 'non_keloid']",1.0,1.0,
fibroblast_keloid_binary,nested_selected,leave_accession_out_E-MTAB-4945,E-MTAB-4945,inner_equal_accession_donor,0.7344845630559915,0.3333333333333333,0.5,0.5,none,platt_inner_oof,fibrosis_only,elastic_net_logreg,accession_donor,none,112,6,6,0.6666666666666666,0.625,0.6666666666666666,0.625,0.888888888888889,"[[3, 0], [2, 1]]","['keloid', 'non_keloid']",0.625,0.625,0.888888888888889
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE145725,GSE145725,inner_equal_accession_donor,0.7826268969126112,0.5210256410256411,0.46332361923809856,0.55,train_accession_zscore,platt_inner_oof,fibrosis_only,ridge_logreg,accession_donor,none,96,19,10,0.3684210526315789,0.35765550239234445,0.3611111111111111,0.3522727272727273,0.3666666666666667,"[[2, 7], [5, 5]]","['keloid', 'non_keloid']",0.375,0.375,0.31999999999999995
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE163973,GSE163973,inner_equal_accession_donor,0.7589743589743589,0.3333333333333333,0.5231975197444768,0.525,none,platt_inner_oof,fibrosis_only,elastic_net_logreg,accession_donor,none,58,98,6,0.5306122448979592,0.3786426732855304,0.5106382978723404,0.3654279279279279,0.7129745515227368,"[[1, 46], [0, 51]]","['keloid', 'non_keloid']",0.3333333333333333,0.3333333333333333,0.6666666666666667
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE210434,GSE210434,inner_equal_accession_donor,0.7201814058956916,0.3333333333333333,0.5425483155608342,0.5,none,platt_inner_oof,fibrosis_only,elastic_net_logreg,accession_donor,none,109,9,9,0.5555555555555556,0.5555555555555556,0.5,0.5,0.7222222222222223,"[[1, 2], [2, 4]]","['keloid', 'non_keloid']",0.5555555555555556,0.5,0.7222222222222223
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE282479,GSE282479,inner_equal_accession_donor,0.7102813852813853,0.35833333333333334,0.47623621846678127,0.625,none,platt_inner_oof,fibrosis_only,elastic_net_logreg,accession_donor,none,114,7,7,1.0,1.0,1.0,1.0,1.0,"[[3, 0], [0, 4]]","['keloid', 'non_keloid']",1.0,1.0,1.0
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE44270,GSE44270,inner_equal_accession_donor,0.7177128427128426,0.3333333333333333,0.7431911709235688,0.65,train_accession_zscore,none,fused_multiview,linear_svm,accession_donor,none,92,16,1,0.5625,0.4962121212121212,0.6111111111111112,0.5151515151515151,0.6031746031746033,"[[2, 7], [0, 7]]","['keloid', 'non_keloid']",0.0,0.0,
fibroblast_keloid_binary,nested_selected,leave_accession_out_GSE7890,GSE7890,inner_equal_accession_donor,0.8006410256410257,0.5083333333333333,0.5361017897938757,0.525,none,platt_inner_oof,fibrosis_only,elastic_net_logreg,accession_donor,none,114,10,10,0.5,0.3333333333333333,0.5,0.3333333333333333,0.56,"[[0, 5], [0, 5]]","['keloid', 'non_keloid']",0.3333333333333333,0.3333333333333333,0.56
